Auction Title ,Auction ID,Department ,Close Date ,Winning Bid ,CC Fee,Fee Percent,Auction Fee Subtotal,Auction Fee Total,Pay Status ,Paid Date ,Asset #,Inventory ID,Decal /Vehicle ID,VTR Number,Receipt Number ,Cap,Expenses,Net Sales,Fund,Business Unit
Server Rack,97175,WATER SERVICES,10/13/2016,$78.00 ,$1.79 ,23%,$17.94 ,$17.94 ,Successful,10/17/2016,,WS-108774,,,3686202670,"$3,000 ",,$60.06 ,,0
2003 Ford F-450,97190,OFM-PARKS,10/13/2016,"$7,101.00 ",,23%,"$1,633.23 ","$1,633.23 ",Successful,10/31/2016,80000415,,29 5112,,Cashiers Check,"$3,000 ",,"$5,467.77 ",,0
Lateral File Cabinet,97196,GENERAL SERVICES,10/18/2016,$10.00 ,,23%,$2.30 ,$2.30 ,Successful,10/27/2016,,110028,,,Cashiers Check,"$3,000 ",,$7.70 ,,0
Lateral File Cabinet,97197,GENERAL SERVICES,10/18/2016,$13.00 ,$0.30 ,23%,$2.99 ,$2.99 ,Successful,10/20/2016,,109941,,,3686571856,"$3,000 ",,$10.01 ,,0
Lateral File Cabinet,97198,GENERAL SERVICES,10/18/2016,$8.25 ,,23%,$1.90 ,$1.90 ,Successful,10/27/2016,69121,109940,,,Cashiers Check,"$3,000 ",,$6.35 ,,0
File Cabinet,97199,GENERAL SERVICES,10/18/2016,$15.01 ,$0.35 ,23%,$3.45 ,$3.45 ,Successful,10/18/2016,P002695,109930,,,3686325589,"$3,000 ",,$11.56 ,,0
Hon Book Case,97200,GENERAL SERVICES,10/18/2016,$11.12 ,$0.26 ,23%,$2.56 ,$2.56 ,Successful,10/19/2016,,109645,,,3686427665,"$3,000 ",,$8.56 ,,0
Hon Book Case,97201,GENERAL SERVICES,10/18/2016,$13.12 ,$0.30 ,23%,$3.02 ,$3.02 ,Successful,10/19/2016,3542,109644,,,3686427670,"$3,000 ",,$10.10 ,,0
Hon File Cabinet,97202,GENERAL SERVICES,10/18/2016,$16.50 ,$0.38 ,23%,$3.80 ,$3.80 ,Successful,10/18/2016,P005396,109938,,,3686325596,"$3,000 ",,$12.71 ,,0
Cabinet,97203,GENERAL SERVICES,10/18/2016,$28.50 ,$0.66 ,23%,$6.56 ,$6.56 ,Successful,10/19/2016,P006286,109631,,,3686423551,"$3,000 ",,$21.95 ,,0
Corry Jamestown Credenza,97204,GENERAL SERVICES,10/18/2016,$10.51 ,,23%,$2.42 ,$2.42 ,Successful,10/27/2016,,109839,,,Cashiers Check,"$3,000 ",,$8.09 ,,0
Credenza,97205,GENERAL SERVICES,10/18/2016,$11.80 ,$0.27 ,23%,$2.71 ,$2.71 ,Successful,10/20/2016,,109838,,,3686529487,"$3,000 ",,$9.09 ,,0
Cart,97206,GENERAL SERVICES,10/18/2016,$14.75 ,$0.34 ,23%,$3.39 ,$3.39 ,Successful,10/18/2016,,110057,,,3686325606,"$3,000 ",,$11.36 ,,0
Cart,97207,GENERAL SERVICES,10/18/2016,$4.00 ,$0.09 ,23%,$0.92 ,$0.92 ,Successful,10/25/2016,,110056,,,3687009165,"$3,000 ",,$3.08 ,,0
Metal Shelf,97208,GENERAL SERVICES,10/18/2016,$44.40 ,$1.02 ,23%,$10.21 ,$10.21 ,Successful,10/23/2016,,109729,,,3686833240,"$3,000 ",,$34.19 ,,0
Metal Shelf,97209,GENERAL SERVICES,10/18/2016,$42.14 ,$0.97 ,23%,$9.69 ,$9.69 ,Successful,10/23/2016,,109730,,,3686833242,"$3,000 ",,$32.45 ,,0
Table,97210,GENERAL SERVICES,10/18/2016,$12.13 ,$0.28 ,23%,$2.79 ,$2.79 ,Successful,11/7/2016,,109674,,,3688171062,"$3,000 ",,$9.34 ,General Fund,0
Table,97211,GENERAL SERVICES,10/18/2016,$10.09 ,$0.23 ,23%,$2.32 ,$2.32 ,Successful,11/7/2016,,109888,,,3688171067,"$3,000 ",,$7.77 ,General Fund,0
Table,97212,GENERAL SERVICES,10/18/2016,$12.13 ,$0.28 ,23%,$2.79 ,$2.79 ,Successful,11/7/2016,,109675,,,3688171074,"$3,000 ",,$9.34 ,General Fund,0
Frigidaire Refrigerator,97219,FIRE,10/18/2016,$5.00 ,$0.12 ,23%,$1.15 ,$1.15 ,Successful,10/27/2016,,105284,,,3687273347,"$3,000 ",,$3.85 ,,0
6 Printers,97230,DISTRICT ATTORNEY,10/19/2016,$49.00 ,$1.13 ,23%,$11.27 ,$11.27 ,Successful,10/27/2016,,"DA-109346, DA-109348, DA-109350, DA-109345, DA-109349, DA-109347",,,3687287181,"$3,000 ",,$37.73 ,,0
Telephones,97232,ITS,10/19/2016,$97.00 ,$2.23 ,23%,$22.31 ,$22.31 ,Successful,10/19/2016,,109420,,,3686435246,"$3,000 ",,$74.69 ,,0
Office Chairs,97235,GENERAL SERVICES,10/19/2016,$13.50 ,$0.31 ,23%,$3.11 ,$3.11 ,Successful,10/19/2016,,"109454, 109455, 109449, 109447",,,3686432590,"$3,000 ",,$10.40 ,,0
2 Chairs,97236,GENERAL SERVICES,10/19/2016,$5.40 ,$0.12 ,23%,$1.24 ,$1.24 ,Successful,10/25/2016,,"109450, 109452",,,3687009168,"$3,000 ",,$4.16 ,,0
2 Chairs,97237,GENERAL SERVICES,10/19/2016,$52.00 ,$1.20 ,23%,$11.96 ,$11.96 ,Successful,10/19/2016,,"109448, 109496",,,3686432595,"$3,000 ",,$40.04 ,,0
Tellus Desk,97249,GENERAL SERVICES,10/20/2016,$21.00 ,$0.48 ,23%,$4.83 ,$4.83 ,Successful,10/20/2016,,109846,,,3686530339,"$3,000 ",,$16.17 ,,0
Desk,97250,GENERAL SERVICES,10/20/2016,$26.10 ,$0.60 ,23%,$6.00 ,$6.00 ,Successful,10/25/2016,,109815,,,3687009176,"$3,000 ",,$20.10 ,,0
Desk,97251,GENERAL SERVICES,10/20/2016,$1.00 ,,23%,$0.23 ,$0.23 ,Successful,10/27/2016,,109817,,,Cashiers Check,"$3,000 ",,$0.77 ,,0
Desk,97252,GENERAL SERVICES,10/20/2016,$42.00 ,$0.97 ,23%,$9.66 ,$9.66 ,Successful,10/24/2016,,108704,,,3686902381,"$3,000 ",,$32.34 ,,0
Credenza,97253,GENERAL SERVICES,10/20/2016,$32.01 ,$0.74 ,23%,$7.36 ,$7.36 ,Successful,10/23/2016,,109845,,,3686852485,"$3,000 ",,$24.65 ,,0
Credenza,97254,GENERAL SERVICES,10/20/2016,$11.25 ,,23%,$2.59 ,$2.59 ,Successful,10/27/2016,,109841,,,Cashiers Check,"$3,000 ",,$8.66 ,,0
File Cabinet,97255,GENERAL SERVICES,10/20/2016,$10.00 ,$0.23 ,23%,$2.30 ,$2.30 ,Successful,10/20/2016,,109923,,,3686572068,"$3,000 ",,$7.70 ,,0
File Cabinet,97256,GENERAL SERVICES,10/20/2016,$26.00 ,$0.60 ,23%,$5.98 ,$5.98 ,Successful,10/24/2016,,109922,,,3686910958,"$3,000 ",,$20.02 ,,0
File Cabinet,97257,GENERAL SERVICES,10/20/2016,$7.10 ,$0.16 ,23%,$1.63 ,$1.63 ,Successful,10/20/2016,,109747,,,3686572076,"$3,000 ",,$5.47 ,,0
File Cabinet,97258,GENERAL SERVICES,10/20/2016,$11.00 ,$0.25 ,23%,$2.53 ,$2.53 ,Successful,10/20/2016,,109921,,,3686578255,"$3,000 ",,$8.47 ,,0
Book Case,97259,GENERAL SERVICES,10/20/2016,$25.00 ,$0.58 ,23%,$5.75 ,$5.75 ,Successful,11/10/2016,,109828,,,3688425217,"$3,000 ",,$19.25 ,General Fund,0
Book Case,97260,GENERAL SERVICES,10/20/2016,$11.00 ,$0.25 ,23%,$2.53 ,$2.53 ,Successful,11/10/2016,,109829,,,3688425225,"$3,000 ",,$8.47 ,General Fund,0
Book Case,97261,GENERAL SERVICES,10/20/2016,$15.00 ,$0.34 ,23%,$3.45 ,$3.45 ,Successful,10/23/2016,,109830,,,3686833243,"$3,000 ",,$11.55 ,,0
Book Case,97262,GENERAL SERVICES,10/20/2016,$16.00 ,$0.37 ,23%,$3.68 ,$3.68 ,Successful,11/10/2016,,110021,,,3688425229,"$3,000 ",,$12.32 ,General Fund,0
Office Chair,97263,GENERAL SERVICES,10/20/2016,$14.00 ,$0.32 ,23%,$3.22 ,$3.22 ,Successful,10/29/2016,,109498,,,3687516605,"$3,000 ",,$10.78 ,,0
Office Chair,97264,GENERAL SERVICES,10/20/2016,$8.40 ,$0.19 ,23%,$1.93 ,$1.93 ,Successful,10/20/2016,,109491,,,3686538019,"$3,000 ",,$6.47 ,,0
Office Chair,97265,GENERAL SERVICES,10/20/2016,$13.50 ,$0.31 ,23%,$3.11 ,$3.11 ,Successful,11/22/2016,,109492,,,3689194360,"$3,000 ",,$10.40 ,General Fund,0
Office Chair,97266,GENERAL SERVICES,10/20/2016,$10.00 ,$0.23 ,23%,$2.30 ,$2.30 ,Successful,11/22/2016,,109497,,,3689194364,"$3,000 ",,$7.70 ,General Fund,0
Office Chair,97267,GENERAL SERVICES,10/20/2016,$19.55 ,$0.45 ,23%,$4.50 ,$4.50 ,Successful,10/25/2016,,109494,,,3687009184,"$3,000 ",,$15.05 ,,0
Laptop Cart,97268,SCHOOL BOARD WAREHOUSE,10/20/2016,$23.58 ,$0.54 ,23%,$5.42 ,$5.42 ,Successful,10/20/2016,it193547,SBS-7954A,,,3686530077,"$3,000 ",,$18.16 ,,0
Laptop Cart,97269,SCHOOL BOARD WAREHOUSE,10/20/2016,$23.57 ,$0.54 ,23%,$5.42 ,$5.42 ,Successful,11/8/2016,,SBS-7954B,,,3688283038,"$3,000 ",,$18.15 ,Enterprise,0
Medical Exam Chair,97270,SCHOOL BOARD WAREHOUSE,10/20/2016,$11.01 ,,23%,$2.53 ,$2.53 ,Successful,10/27/2016,it258453,SBS-7955,,,Cashiers Check,"$3,000 ",,$8.48 ,,0
Copier w/Stand,97271,SCHOOL BOARD WAREHOUSE,10/20/2016,$53.00 ,$1.22 ,23%,$12.19 ,$12.19 ,Successful,10/21/2016,it338367,SBS-7951A,,,3686690853,"$3,000 ",,$40.81 ,,0
Copier w/Stand,97272,SCHOOL BOARD WAREHOUSE,10/20/2016,$116.00 ,$2.67 ,23%,$26.68 ,$26.68 ,Successful,10/20/2016,it034701,SBS-7951B,,,3686543657,"$3,000 ",,$89.32 ,,0
Copier w/Stand,97273,SCHOOL BOARD WAREHOUSE,10/20/2016,$55.99 ,$1.29 ,23%,$12.88 ,$12.88 ,Successful,10/21/2016,it090523,SBS-7951C,,,3686690863,"$3,000 ",,$43.11 ,,0
Copier w/Stand,97274,SCHOOL BOARD WAREHOUSE,10/20/2016,$53.00 ,$1.22 ,23%,$12.19 ,$12.19 ,Successful,10/21/2016,it090521,SBS-7951D,,,3686690866,"$3,000 ",,$40.81 ,,0
Diagnostic Machine,97275,SCHOOL BOARD WAREHOUSE,10/20/2016,"$1,045.00 ",$24.04 ,23%,$240.35 ,$240.35 ,Successful,10/21/2016,it108206,SBS-7953,,,3686690874,"$3,000 ",,$804.65 ,,0
Brake Lathe Machine,97276,SCHOOL BOARD WAREHOUSE,10/20/2016,"$1,080.00 ",,23%,$248.40 ,$248.40 ,Successful,10/24/2016,it268472,SBS-7952,,,Cashiers Check,"$3,000 ",,$831.60 ,,0
3 Display Cases,97277,SCHOOL BOARD WAREHOUSE,10/20/2016,$70.00 ,$1.61 ,23%,$16.10 ,$16.10 ,Successful,10/20/2016,,SBS-7944,,,3686578256,"$3,000 ",,$53.90 ,,0
Display Case,97278,SCHOOL BOARD WAREHOUSE,10/20/2016,$29.00 ,$0.67 ,23%,$6.67 ,$6.67 ,Successful,11/10/2016,,SBS-7945A,,,3688441475,"$3,000 ",,$22.33 ,Enterprise,0
Display Case,97279,SCHOOL BOARD WAREHOUSE,10/20/2016,$11.00 ,$0.25 ,23%,$2.53 ,$2.53 ,Successful,11/10/2016,,SBS-7945B,,,3688441478,"$3,000 ",,$8.47 ,Enterprise,0
Table,97280,SCHOOL BOARD WAREHOUSE,10/20/2016,$3.00 ,$0.07 ,23%,$0.69 ,$0.69 ,Successful,11/10/2016,,SBS-7947A,,,3688425236,"$3,000 ",,$2.31 ,Enterprise,0
Table,97281,SCHOOL BOARD WAREHOUSE,10/20/2016,$5.00 ,$0.12 ,23%,$1.15 ,$1.15 ,Successful,10/20/2016,,SBS-7947B,,,3686536009,"$3,000 ",,$3.85 ,,0
Refrigerator,97282,SCHOOL BOARD FOOD SERVICE,10/20/2016,$156.00 ,$3.59 ,23%,$35.88 ,$35.88 ,Successful,10/29/2016,it388510,FSBS-0294,,,3687516481,"$3,000 ",,$120.12 ,,0
Refrigerator,97283,SCHOOL BOARD FOOD SERVICE,10/20/2016,$208.89 ,$4.80 ,23%,$48.04 ,$48.04 ,Successful,10/20/2016,,FSBS-0293,,,3686541903,"$3,000 ",,$160.85 ,,0
Holding Cabinet,97284,SCHOOL BOARD FOOD SERVICE,10/20/2016,$100.14 ,$2.30 ,23%,$23.03 ,$23.03 ,Successful,10/31/2016,it382966,FSBS-0284,,,3687628528,"$3,000 ",,$77.11 ,,0
Table,97332,WATER SERVICES,10/25/2016,$22.13 ,,23%,$5.09 ,$5.09 ,Successful,11/15/2016,,WS-109358,,,Money Order,"$3,000 ",,$17.04 ,Enterprise,0
2011 Addco Sign Board,97334,OFM-PUBLIC WORKS,10/20/2016,$920.00 ,,23%,$211.60 ,$211.60 ,Successful,10/26/2016,80016689,,4064 AB,,Cashiers Check,"$3,000 ",,$708.40 ,,0
1995 Bobcat 753 Skid Steer,97335,OFM-PARKS,10/20/2016,"$8,419.00 ",,23%,"$1,936.37 ","$1,936.37 ",Successful,10/27/2016,211811,,29 4936,,Cashiers Check,"$3,000 ",,"$6,482.63 ",,0
2003 Freightliner FL80 Dump Truck,97336,OFM-WATER SERVICES,10/20/2016,"$18,100.00 ",,23%,"$4,163.00 ","$3,000.00 ",Successful,10/25/2016,80000505,,31C 036,,Cashiers Check,"$3,000 ",,"$15,100.00 ",,0
2003 Dodge Caravan,97337,OFM-PARKS,10/20/2016,"$1,188.01 ",$27.32 ,23%,$273.24 ,$273.24 ,Successful,10/20/2016,80000780,,P 2860 AL,,3686534427,"$3,000 ",,$914.77 ,,0
2003 Freightliner FL80 Dump Truck,97338,OFM-WATER SERVICES,10/20/2016,"$17,400.00 ",,23%,"$4,002.00 ","$3,000.00 ",Successful,10/24/2016,80000594,,31A 4381,,Cashiers Check,"$3,000 ",,"$14,400.00 ",,0
2000 International Bluebird School Bus,97339,SCHOOL BOARD,10/20/2016,"$1,600.00 ",$36.80 ,23%,$368.00 ,$368.00 ,Successful,10/31/2016,32079,,00-74,,3687680861,"$3,000 ",,"$1,232.00 ",,0
2004 Thomas School Bus,97341,SCHOOL BOARD,10/20/2016,"$1,125.00 ",$25.88 ,23%,$258.75 ,$258.75 ,Successful,10/27/2016,228898,,15-Apr,,3687273592,"$3,000 ",,$866.25 ,,0
2001 Thomas School Bus,97342,SCHOOL BOARD,10/20/2016,"$2,026.00 ",,23%,$465.98 ,$465.98 ,Successful,10/25/2016,20018,,28-Jan,,Cashiers Check,"$3,000 ",,"$1,560.02 ",,0
2004 Thomas School Bus,97347,SCHOOL BOARD,10/20/2016,"$1,825.66 ",,23%,$419.90 ,$419.90 ,Successful,10/25/2016,,,Apr-61,,Cashiers Check,"$3,000 ",,"$1,405.76 ",,0
2 Kettles,97353,SCHOOL BOARD FOOD SERVICE,10/26/2016,$38.00 ,$0.87 ,23%,$8.74 ,$8.74 ,Successful,10/27/2016,it386867,"FSBS-0297, FSBS-0299",,,3687305746,"$3,000 ",,$29.26 ,,0
Steamer,97354,SCHOOL BOARD FOOD SERVICE,10/26/2016,$4.00 ,$0.09 ,23%,$0.92 ,$0.92 ,Successful,10/30/2016,it386859,FSBS-0298,,,3687574217,"$3,000 ",,$3.08 ,,0
Oven,97355,SCHOOL BOARD FOOD SERVICE,10/26/2016,$16.01 ,,23%,$3.68 ,$3.68 ,Successful,10/31/2016,,FSBS-0304,,,Money Order,"$3,000 ",,$12.33 ,,0
Stove,97356,SCHOOL BOARD FOOD SERVICE,10/26/2016,$6.00 ,,23%,$1.38 ,$1.38 ,Successful,10/31/2016,it380511,FSBS-0295,,,Money Order,"$3,000 ",,$4.62 ,,0
Freezer,97357,SCHOOL BOARD FOOD SERVICE,10/26/2016,$21.00 ,$0.48 ,23%,$4.83 ,$4.83 ,Successful,10/26/2016,,FSBS-0279,,,3687161316,"$3,000 ",,$16.17 ,,0
Tilt Skillet,97358,SCHOOL BOARD FOOD SERVICE,10/26/2016,$113.00 ,$2.60 ,23%,$25.99 ,$25.99 ,Successful,11/2/2016,it386597,FSBS-0280,,,3687839682,"$3,000 ",,$87.01 ,Enterprise,0
China Cabinet,97359,SCHOOL BOARD WAREHOUSE,10/26/2016,$62.00 ,$1.43 ,23%,$14.26 ,$14.26 ,Successful,10/27/2016,,SBS-7920,,,3687305752,"$3,000 ",,$47.74 ,,0
Battery Cart,97360,SCHOOL BOARD WAREHOUSE,10/26/2016,$18.50 ,$0.43 ,23%,$4.26 ,$4.26 ,Successful,10/26/2016,it2622063,SBS-7875A,,,3687157809,"$3,000 ",,$14.25 ,,0
Battery Cart,97361,SCHOOL BOARD WAREHOUSE,10/26/2016,$18.55 ,$0.43 ,23%,$4.27 ,$4.27 ,Successful,10/26/2016,it262066,SBS-7875B,,,3687158096,"$3,000 ",,$14.28 ,,0
Battery Cart,97362,SCHOOL BOARD WAREHOUSE,10/26/2016,$18.50 ,$0.43 ,23%,$4.26 ,$4.26 ,Successful,10/26/2016,it262062,SBS-7875C,,,3687158204,"$3,000 ",,$14.25 ,,0
Dehumidifier,97364,SCHOOL BOARD WAREHOUSE,10/26/2016,$42.00 ,$0.97 ,23%,$9.66 ,$9.66 ,Successful,11/2/2016,,SBS-7878A,,,3687825748,"$3,000 ",,$32.34 ,Enterprise,0
Dehumidifier,97365,SCHOOL BOARD WAREHOUSE,10/26/2016,$42.00 ,$0.97 ,23%,$9.66 ,$9.66 ,Successful,11/2/2016,,SBS-7878B,,,3687825758,"$3,000 ",,$32.34 ,Enterprise,0
Copier,97366,SCHOOL BOARD WAREHOUSE,10/26/2016,$27.02 ,$0.62 ,23%,$6.21 ,$6.21 ,Successful,10/28/2016,it398596,SBS-7888,,,3687437840,"$3,000 ",,$20.81 ,,0
TV w/Cart,97367,SCHOOL BOARD WAREHOUSE,10/26/2016,$27.00 ,$0.62 ,23%,$6.21 ,$6.21 ,Successful,11/14/2016,,SBS-7872A,,,3688617830,"$3,000 ",,$20.79 ,Enterprise,0
TV w/Cart,97368,SCHOOL BOARD WAREHOUSE,10/26/2016,$27.00 ,$0.62 ,23%,$6.21 ,$6.21 ,Successful,11/14/2016,,SBS-7872B,,,3688617835,"$3,000 ",,$20.79 ,Enterprise,0
Library Study Carrell,97369,SCHOOL BOARD WAREHOUSE,10/26/2016,$6.00 ,$0.14 ,23%,$1.38 ,$1.38 ,Successful,10/28/2016,,SBS-7933A,,,3687416095,"$3,000 ",,$4.62 ,,0
Library Study Carrell,97370,SCHOOL BOARD WAREHOUSE,10/26/2016,$6.00 ,$0.14 ,23%,$1.38 ,$1.38 ,Successful,10/28/2016,,SBS-7933B,,,3687416110,"$3,000 ",,$4.62 ,,0
Library Study Carrell,97371,SCHOOL BOARD WAREHOUSE,10/26/2016,$6.00 ,$0.14 ,23%,$1.38 ,$1.38 ,Successful,10/28/2016,,SBS-7933C,,,3687416117,"$3,000 ",,$4.62 ,,0
Table,97372,SCHOOL BOARD FOOD SERVICE,10/26/2016,$209.00 ,$4.81 ,23%,$48.07 ,$48.07 ,Successful,10/27/2016,it380455,FSBS-0282,,,3687280060,"$3,000 ",,$160.93 ,,0
Table,97373,SCHOOL BOARD FOOD SERVICE,10/26/2016,$301.01 ,$6.92 ,23%,$69.23 ,$69.23 ,Successful,10/31/2016,it380453,FSBS-0281,,,3687626549,"$3,000 ",,$231.78 ,,0
Milk Box,97374,SCHOOL BOARD FOOD SERVICE,10/26/2016,$106.01 ,$2.44 ,23%,$24.38 ,$24.38 ,Successful,10/26/2016,it387068,FSBS-0278,,,3687161320,"$3,000 ",,$81.63 ,,0
Milk Box,97375,SCHOOL BOARD FOOD SERVICE,10/26/2016,$6.00 ,$0.14 ,23%,$1.38 ,$1.38 ,Successful,10/26/2016,it382322,FSBS-0283,,,3687161325,"$3,000 ",,$4.62 ,,0
Stove,97376,SCHOOL BOARD FOOD SERVICE,10/26/2016,$191.00 ,$4.39 ,23%,$43.93 ,$43.93 ,Successful,10/30/2016,,FSBS-0305,,,3687570421,"$3,000 ",,$147.07 ,,0
2 Steamers,97377,SCHOOL BOARD FOOD SERVICE,10/26/2016,$91.88 ,,23%,$21.13 ,$21.13 ,Successful,10/31/2016,it382285,"FSBS-0302, FSBS-0303",,,Money Order,"$3,000 ",,$70.75 ,,0
2 Steamers,97378,SCHOOL BOARD FOOD SERVICE,10/26/2016,$229.00 ,,23%,$52.67 ,$52.67 ,Successful,10/31/2016,it414441,"FSBS-0300, FSBS-0301",,,Money Order,"$3,000 ",,$176.33 ,,0
Credenza,97379,SCHOOL BOARD WAREHOUSE,10/26/2016,$1.00 ,,23%,$0.23 ,$0.23 ,Successful,10/27/2016,,SBS-7940,,,Cashiers Check,"$3,000 ",,$0.77 ,,0
Table,97380,SCHOOL BOARD WAREHOUSE,10/26/2016,$5.00 ,$0.12 ,23%,$1.15 ,$1.15 ,Successful,11/1/2016,,SBS-7938A,,,3687748152,"$3,000 ",,$3.85 ,Enterprise,0
Table,97381,SCHOOL BOARD WAREHOUSE,10/26/2016,$5.00 ,$0.12 ,23%,$1.15 ,$1.15 ,Successful,10/26/2016,,SBS-7938B,,,3687159608,"$3,000 ",,$3.85 ,,0
Table,97382,SCHOOL BOARD WAREHOUSE,10/26/2016,$4.00 ,$0.09 ,23%,$0.92 ,$0.92 ,Successful,10/26/2016,,SBS-7938C,,,3687159615,"$3,000 ",,$3.08 ,,0
Table,97383,SCHOOL BOARD WAREHOUSE,10/26/2016,$3.00 ,$0.07 ,23%,$0.69 ,$0.69 ,Successful,10/26/2016,,SBS-7938D,,,3687159623,"$3,000 ",,$2.31 ,,0
Table,97384,SCHOOL BOARD WAREHOUSE,10/26/2016,$4.00 ,$0.09 ,23%,$0.92 ,$0.92 ,Successful,10/26/2016,,SBS-7938E,,,3687159627,"$3,000 ",,$3.08 ,,0
7 Microscopes,97386,SCHOOL BOARD WAREHOUSE,10/26/2016,$75.01 ,$1.73 ,23%,$17.25 ,$17.25 ,Successful,11/1/2016,,SBS-7877,,,3687708083,"$3,000 ",,$57.76 ,Enterprise,0
Hon File Cabinet,97390,GENERAL SERVICES,10/27/2016,$11.00 ,$0.25 ,23%,$2.53 ,$2.53 ,Successful,10/27/2016,,110299,,,3687271242,"$3,000 ",,$8.47 ,,0
Hon File Cabinet,97391,GENERAL SERVICES,10/27/2016,$17.50 ,,23%,$4.03 ,$4.03 ,Successful,10/31/2016,,109914,,,Money Order,"$3,000 ",,$13.48 ,,0
Y & E File Cabinet,97392,GENERAL SERVICES,10/27/2016,$11.00 ,$0.25 ,23%,$2.53 ,$2.53 ,Successful,10/27/2016,,109917,,,3687271247,"$3,000 ",,$8.47 ,,0
File Cabinet,97393,GENERAL SERVICES,10/27/2016,$16.00 ,$0.37 ,23%,$3.68 ,$3.68 ,Successful,10/31/2016,,109918,,,3687620857,"$3,000 ",,$12.32 ,,0
File Cabinet,97394,GENERAL SERVICES,10/27/2016,$13.00 ,$0.30 ,23%,$2.99 ,$2.99 ,Successful,11/22/2016,,109919,,,3689206391,"$3,000 ",,$10.01 ,General Fund,0
File Cabinet,97395,GENERAL SERVICES,10/27/2016,$11.00 ,$0.25 ,23%,$2.53 ,$2.53 ,Successful,10/27/2016,,110025,,,3687271250,"$3,000 ",,$8.47 ,,0
File Cabinet,97396,GENERAL SERVICES,10/27/2016,$6.69 ,$0.15 ,23%,$1.54 ,$1.54 ,Successful,10/27/2016,,109913,,,3687269707,"$3,000 ",,$5.15 ,,0
File Cabinet,97397,GENERAL SERVICES,10/27/2016,$11.69 ,$0.27 ,23%,$2.69 ,$2.69 ,Successful,10/27/2016,,109915,,,3687271990,"$3,000 ",,$9.00 ,,0
File Cabinet,97398,GENERAL SERVICES,10/27/2016,$11.00 ,$0.25 ,23%,$2.53 ,$2.53 ,Successful,11/2/2016,,109916,,,3687805271,"$3,000 ",,$8.47 ,General Fund,0
Knoll Lateral File Cabinet,97399,GENERAL SERVICES,10/27/2016,$27.05 ,$0.62 ,23%,$6.22 ,$6.22 ,Successful,11/3/2016,,109924,,,3687932058,"$3,000 ",,$20.83 ,General Fund,0
Lateral File Cabinet,97400,GENERAL SERVICES,10/27/2016,$32.02 ,$0.74 ,23%,$7.36 ,$7.36 ,Successful,11/3/2016,,109926,,,3687932061,"$3,000 ",,$24.66 ,General Fund,0
Lateral File Cabinet,97401,GENERAL SERVICES,10/27/2016,$25.00 ,$0.58 ,23%,$5.75 ,$5.75 ,Successful,11/3/2016,,109929,,,3687932068,"$3,000 ",,$19.25 ,General Fund,0
Lateral File Cabinet,97402,GENERAL SERVICES,10/27/2016,$51.00 ,$1.17 ,23%,$11.73 ,$11.73 ,Successful,11/2/2016,,109925,,,3687818127,"$3,000 ",,$39.27 ,General Fund,0
Hon Lateral File Cabinet,97403,GENERAL SERVICES,10/27/2016,$32.02 ,$0.74 ,23%,$7.36 ,$7.36 ,Successful,11/3/2016,,109927,,,3687932072,"$3,000 ",,$24.66 ,General Fund,0
Table,97404,GENERAL SERVICES,10/27/2016,$1.00 ,$0.02 ,23%,$0.23 ,$0.23 ,Successful,10/27/2016,,109663,,,3687274021,"$3,000 ",,$0.77 ,,0
Table,97405,GENERAL SERVICES,10/27/2016,$1.00 ,$0.02 ,23%,$0.23 ,$0.23 ,Successful,10/27/2016,,110020,,,3687274029,"$3,000 ",,$0.77 ,,0
Table,97406,GENERAL SERVICES,10/27/2016,$4.11 ,$0.09 ,23%,$0.95 ,$0.95 ,Successful,10/27/2016,,109671,,,3687287015,"$3,000 ",,$3.16 ,,0
Table,97407,GENERAL SERVICES,10/27/2016,$1.00 ,$0.02 ,23%,$0.23 ,$0.23 ,Successful,10/27/2016,,109673,,,3687274032,"$3,000 ",,$0.77 ,,0
Storage Cabinet,97408,GENERAL SERVICES,10/27/2016,$12.00 ,$0.28 ,23%,$2.76 ,$2.76 ,Successful,10/27/2016,,109630,,,3687274039,"$3,000 ",,$9.24 ,,0
Storage Cabinet,97409,GENERAL SERVICES,10/27/2016,$75.01 ,$1.73 ,23%,$17.25 ,$17.25 ,Successful,10/27/2016,,109741,,,3687280066,"$3,000 ",,$57.76 ,,0
Dell Computer,97410,ITS,10/31/2016,$52.00 ,$1.20 ,23%,$11.96 ,$11.96 ,Successful,10/31/2016,,109035,,,3687633233,"$3,000 ",,$40.04 ,,0
Dell Computer,97411,ITS,10/31/2016,$68.99 ,$1.59 ,23%,$15.87 ,$15.87 ,Successful,11/1/2016,,109032,,,3687727008,"$3,000 ",,$53.12 ,General Fund,0
Dell Computer,97412,ITS,10/31/2016,$72.00 ,$1.66 ,23%,$16.56 ,$16.56 ,Successful,10/31/2016,,109014,,,3687633239,"$3,000 ",,$55.44 ,,0
Dell Computer,97413,ITS,10/31/2016,$68.00 ,$1.56 ,23%,$15.64 ,$15.64 ,Successful,11/1/2016,,109038,,,3687727016,"$3,000 ",,$52.36 ,General Fund,0
Dell Computer,97414,ITS,10/31/2016,$69.00 ,$1.59 ,23%,$15.87 ,$15.87 ,Successful,10/31/2016,,109015,,,3687633166,"$3,000 ",,$53.13 ,,0
